datetime	IKS200	IKS230	IKS231	IKS232	IKS233	IKS234	IKS235	IKS236	IKS237	IKS242
2/9/15	249.26	317.98	374.04	913.37	898.25	1,585.49	700.37	1,206.34	1,720.18	1,206.34
2/10/15	247.66	315.75	366.08	912.3	902.16	1,561.63	698.64	1,203.10	1,718.54	1,203.10
2/11/15	248.4	318.65	372.12	919.21	897.69	1,578.37	703.82	1,214.25	1,730.96	1,214.25
2/12/15	247.71	315.91	372.86	917.27	884.82	1,576.20	699.1	1,226.97	1,729.48	1,226.97
2/13/15	249.76	317.04	369.88	921.79	905.11	1,579.22	700.54	1,246.91	1,742.14	1,246.91
2/16/15	249.81	318.85	365.75	920.92	893.15	1,578.42	700.54	1,240.95	1,742.75	1,240.95
2/17/15	250.37	324.3	368.45	923.55	903.02	1,572.72	697.21	1,234.28	1,765.16	1,234.28
2/23/15	250.8	328.86	366.22	926.96	909.02	1,561.25	700.76	1,246.35	1,776.90	1,246.35
2/24/15	251.28	330.44	359.85	925.79	910.19	1,570.65	702.69	1,248.67	1,783.84	1,248.67
2/25/15	252.96	337.84	367.06	938.04	934.77	1,562.62	707.88	1,245.94	1,792.82	1,245.94
2/26/15	252.93	347.45	377.62	946.22	947.14	1,561.29	704.75	1,230.87	1,784.14	1,230.87
2/27/15	251.46	345.27	377.18	932.57	941.02	1,565.62	704.38	1,227.22	1,768.41	1,227.22
3/2/15	253.65	354.03	383.86	944.09	954.55	1,576.37	688.41	1,214.61	1,759.67	1,214.61
3/3/15	254.5	350.37	380.46	953.88	950.86	1,575.61	692.97	1,214.67	1,799.37	1,214.67
3/4/15	254.31	346.7	379.52	948.53	930.01	1,581.55	688.89	1,216.89	1,788.92	1,216.89
3/5/15	254.16	347.88	377.75	951.89	937.34	1,580.23	687.35	1,215.49	1,803.68	1,215.49
3/6/15	255.96	346.74	380.68	944.53	951.22	1,587.81	685.42	1,223.46	1,831.29	1,223.46
3/9/15	252.77	343.69	372.85	928.87	948.1	1,555.26	682.36	1,212.12	1,812.55	1,212.12
3/10/15	251.75	337.47	373.52	929.58	943.15	1,538.50	683.6	1,196.11	1,818.88	1,196.11
3/11/15	252.16	332.11	367.25	923.93	926.91	1,544.97	666.47	1,191.80	1,818.27	1,191.80
3/12/15	250.28	330.24	362.18	910.36	922.53	1,535.71	681.25	1,187.55	1,786.31	1,187.55
3/13/15	252.18	330.57	364.88	928.34	920.9	1,551.04	677.79	1,216.83	1,792.13	1,216.83
3/16/15	252.44	324.06	356.49	919.55	890.31	1,565.11	676.72	1,232.49	1,801.91	1,232.49
3/17/15	258.18	335.39	370.3	937.25	912.99	1,597.78	697.97	1,254.72	1,843.97	1,254.72
3/18/15	258.22	333.18	365.18	935.44	903.88	1,594.96	703.76	1,258.85	1,839.29	1,258.85
3/19/15	258.99	339.01	374.1	940.08	927.68	1,584.76	707.67	1,287.07	1,844.55	1,287.07
3/20/15	258.7	336.91	378.29	933.83	931.32	1,595.18	709.99	1,285.92	1,826.14	1,285.92
3/23/15	258.95	340.05	376.82	943.11	929.38	1,614.48	712.15	1,273.02	1,813.03	1,273.02
3/24/15	259.16	340.93	374.06	956.14	933.34	1,614.31	701.61	1,291.06	1,800.09	1,291.06
3/25/15	258.94	342.53	370.25	957.42	918.09	1,618.60	691.1	1,312.04	1,780.03	1,312.04
3/26/15	255.99	338.98	371.43	959.8	927.26	1,584.74	700.67	1,305.80	1,775.84	1,305.80
3/27/15	255.54	338.1	369.59	964.49	931.53	1,579.87	698.87	1,302.23	1,771.68	1,302.23
3/30/15	256.1	342.38	369.44	953.91	928.48	1,583.10	699.15	1,309.72	1,780.18	1,309.72
3/31/15	257.28	344.01	372.13	948.79	937.24	1,576.17	708.26	1,315.50	1,783.99	1,315.50
4/1/15	254.97	335.54	372.49	948.35	940.79	1,560.19	699.39	1,318.09	1,762.54	1,318.09
4/2/15	254.99	334.58	365.97	953.7	954.97	1,554.75	698.84	1,316.19	1,754.38	1,316.19
4/3/15	256.75	340.19	372.89	960.69	959.76	1,557.31	711.09	1,317.92	1,775.57	1,317.92
4/6/15	256.93	346.48	375.57	958.09	954.94	1,559.58	702.33	1,310.39	1,749.36	1,310.39
4/7/15	256.88	348.99	379.9	967.05	959.44	1,551.04	698.76	1,307.91	1,755.38	1,307.91
4/8/15	258.51	350.75	386.18	990.11	1,006.05	1,546.92	696.81	1,304.09	1,752.53	1,304.09
4/9/15	258.33	348.98	388.63	982.88	1,020.09	1,550.42	691.73	1,299.70	1,741.23	1,299.70
4/10/15	261.95	350.72	392.64	988.21	1,027.83	1,564.67	710.56	1,332.26	1,772.56	1,332.26
4/13/15	263.48	364.72	401.86	989.24	1,058.23	1,561.18	721.87	1,331.64	1,778.63	1,331.64
4/14/15	265.57	366.28	400.58	994.84	1,057.02	1,571.39	749.56	1,325.17	1,816.21	1,325.17
4/15/15	265.77	370.84	400.88	988.02	1,073.20	1,573.63	747.09	1,341.63	1,828.31	1,341.63
4/16/15	268.45	372.84	402.05	996.91	1,056.25	1,590.83	754	1,370.76	1,833.13	1,370.76
4/17/15	268.28	371.07	399.56	997.43	1,052.05	1,578.64	756.69	1,402.46	1,846.63	1,402.46
4/20/15	268.55	370.15	402.4	998.34	1,099.58	1,569.34	758.15	1,400.33	1,857.86	1,400.33
4/21/15	268.17	368.47	402.31	995	1,093.66	1,575.17	747.81	1,399.36	1,846.96	1,399.36
4/22/15	268.64	368.12	401.87	985.58	1,104.33	1,582.50	751.12	1,388.16	1,844.42	1,388.16
4/23/15	272.59	366.44	405.05	1,013.45	1,126.81	1,607	775.9	1,403.91	1,899.23	1,403.91
4/24/15	271.05	358.44	401.82	1,017.90	1,110.86	1,590.09	786.71	1,408.57	1,909.17	1,408.57
4/27/15	270.05	361.24	407.28	1,014.89	1,094.86	1,578.90	776.94	1,421.82	1,911.15	1,421.82
4/28/15	268.55	357.03	415.57	1,033.04	1,106.25	1,578.44	772.27	1,415.93	1,878.40	1,415.93
4/29/15	268.03	350.11	404.39	1,029.80	1,109.50	1,574	775.21	1,410.61	1,860.70	1,410.61
4/30/15	266.42	347.92	397.71	1,016.71	1,100.47	1,557.43	768.75	1,399.63	1,828.85	1,399.63
5/4/15	267.33	343.8	397.41	1,030.79	1,110.77	1,537.47	785.72	1,410.01	1,845.54	1,410.01
5/6/15	264.03	341.18	394.33	1,030.10	1,109.04	1,509.32	775.21	1,393.59	1,837.93	1,393.59
5/7/15	262.47	340.84	388.98	1,015.28	1,086.70	1,517.33	764.12	1,379.55	1,821.99	1,379.55
5/8/15	260.81	341.19	388.8	1,017.64	1,078.94	1,511.85	757.68	1,375.03	1,829.33	1,375.03
5/11/15	261.49	343.67	393.52	1,015.89	1,089.79	1,511.95	761.42	1,397.36	1,812.10	1,397.36
5/12/15	261.42	344.15	389.38	1,017.46	1,095.91	1,505.28	767.17	1,394.66	1,816.29	1,394.66
5/13/15	263.25	344.35	392.43	1,027.90	1,109.87	1,508.98	782.15	1,410.75	1,819.63	1,410.75
5/14/15	263.69	347.89	394.02	1,031.90	1,080.66	1,521.74	782.57	1,417.91	1,819.78	1,417.91
5/15/15	261.33	338.9	390.36	1,018.17	1,062.11	1,513.80	765.92	1,422.19	1,819.90	1,422.19
5/18/15	261.97	335.92	386.47	1,022.63	1,057.44	1,514.17	766.73	1,459.72	1,815.62	1,459.72
5/19/15	262.92	334.1	391.77	1,012.33	1,079.64	1,527.41	764.18	1,452.11	1,810.70	1,452.11
5/20/15	265.36	335.17	390.53	1,009.06	1,056.76	1,540.62	774.57	1,477.82	1,826.39	1,477.82
5/21/15	262.66	331.9	384.33	1,001.55	1,058.07	1,519.05	757.54	1,476.95	1,809.71	1,476.95
5/22/15	266.03	340.11	397.51	1,021.17	1,094.02	1,545.69	775.45	1,468.51	1,836.30	1,468.51
5/26/15	265.41	346.2	391.23	1,017.04	1,092.21	1,552.90	761.32	1,453.44	1,830.67	1,453.44
5/27/15	260.16	346.9	384.67	993.11	1,063.37	1,535.41	741.83	1,429.51	1,806.59	1,429.51
5/28/15	260.06	341.86	384.39	993.1	1,061.20	1,550.44	744.69	1,422.48	1,808.34	1,422.48
5/29/15	260.39	341.67	379.37	1,013.44	1,051.12	1,558.14	751.7	1,415.36	1,815.09	1,415.36
6/1/15	258.74	344.53	383.72	998.9	1,077.99	1,555.38	735.75	1,410.86	1,785.16	1,410.86
6/2/15	256.29	343.4	372.56	993.29	1,073.50	1,564.04	737.29	1,388.98	1,690.73	1,388.98
6/3/15	254.11	341.94	372.72	985.25	1,087.31	1,534.54	735.85	1,383.93	1,685.52	1,383.93
6/4/15	255.47	347.69	370.97	982.47	1,080.60	1,520.32	726.11	1,384.76	1,687.63	1,384.76
6/5/15	254.94	355.08	367.06	967.6	1,072.19	1,512.77	720.2	1,382.93	1,694.74	1,382.93
6/8/15	254.21	349.41	369.89	971.35	1,092.19	1,502.60	733.46	1,391.19	1,664.78	1,391.19
6/9/15	253.51	349.42	372.15	984.52	1,107.70	1,487.65	729.45	1,404.25	1,668.17	1,404.25
6/10/15	252.11	356.02	366.42	989.95	1,111.47	1,463.48	740.8	1,384.86	1,664.66	1,384.86
6/11/15	252.32	348.26	364.94	994.1	1,109.48	1,461.03	741.86	1,385.10	1,696.66	1,385.10
6/12/15	251.66	343.01	359.08	981.32	1,095.99	1,473.65	727.11	1,385.85	1,687	1,385.85
6/15/15	250.74	339.87	356.95	984.81	1,099.58	1,474.14	719.94	1,383.96	1,675.56	1,383.96
6/16/15	248.49	329.38	349.24	980.21	1,098.54	1,449.37	711.17	1,393.94	1,665.61	1,393.94
6/17/15	249.08	333.95	352.15	971.27	1,128.60	1,459.88	710.05	1,389.37	1,661.20	1,389.37
6/18/15	249.67	332.22	350.94	967.04	1,153.62	1,455.81	705.27	1,413.58	1,642.23	1,413.58
6/19/15	249.84	331.48	353.45	974.03	1,158.19	1,458.17	706.01	1,412.32	1,635.32	1,412.32
6/22/15	250.99	334.72	357.11	995.11	1,137.12	1,459.65	709.56	1,407.14	1,655.93	1,407.14
6/23/15	254.52	342.87	362.96	999.94	1,140.56	1,476.18	724.34	1,416.11	1,660.30	1,416.11
6/24/15	254.94	348.36	363.12	994.63	1,138.41	1,469.68	729.41	1,431.26	1,679.11	1,431.26
6/25/15	253.8	344.67	360.31	1,003.52	1,156.99	1,459.73	728.01	1,447.48	1,663.65	1,447.48
6/26/15	254.48	343.55	363.36	998.75	1,150.76	1,453.06	737.4	1,447.63	1,676.11	1,447.63
6/29/15	251.26	334.2	350.24	980.39	1,108.90	1,440.50	723.66	1,437.47	1,659.27	1,437.47
6/30/15	252.27	338.38	355.76	992.2	1,129.78	1,438.17	723.29	1,447.61	1,680.26	1,447.61
7/1/15	255.07	344.16	369.43	998.6	1,151.47	1,453.64	720.45	1,460.10	1,690.07	1,460.10
7/2/15	255.5	345.36	365.24	1,013.25	1,161.70	1,443.77	714.25	1,478.52	1,689.71	1,478.52
7/3/15	254.66	348.48	365.34	996.77	1,154.26	1,434.80	718.85	1,491	1,690.19	1,491
7/6/15	248.3	339.86	355.42	976.13	1,112.83	1,395.47	698.81	1,464.71	1,661.67	1,464.71
7/7/15	248.05	339.07	359.07	982.34	1,100.97	1,411.12	708.36	1,424.50	1,656.21	1,424.50
7/8/15	244.94	337.55	353.64	960.1	1,043.25	1,400.11	694.52	1,414.11	1,641.28	1,414.11
7/9/15	246.77	335.48	354.82	964.38	1,062.81	1,407.72	695.83	1,435.08	1,629.96	1,435.08
7/10/15	246.83	339.35	358.97	956.45	1,097.20	1,404.75	695.56	1,437.68	1,610.47	1,437.68
7/13/15	249.84	350.31	358.71	973.02	1,098.86	1,411.74	713.17	1,465.95	1,620.84	1,465.80
7/14/15	248.64	358.73	354.21	986.37	1,092.23	1,377.84	717.93	1,478.82	1,629.07	1,482.29
7/15/15	249.65	368.35	336.03	973.58	1,121.90	1,395.60	702.94	1,487.49	1,650.62	1,490.71
7/16/15	251.47	375.09	333.89	965.5	1,113.76	1,424.22	709.31	1,471.98	1,643.90	1,472.04
7/17/15	250.23	375.29	315.36	949.08	1,123.04	1,429.64	696.92	1,475.20	1,607.11	1,476.12
7/20/15	248.91	367.63	303.34	939.31	1,120.80	1,417.31	692.24	1,491.28	1,618.95	1,493.07
7/21/15	250.35	370.48	316.22	948.31	1,142.41	1,425.27	697.89	1,483.08	1,660.45	1,483.18
7/22/15	247.88	362.17	310.42	946.86	1,128.66	1,404.70	687.52	1,465.53	1,657.23	1,466.72
7/23/15	247.31	345.15	304.79	924.19	1,097.20	1,396.73	691.33	1,486.47	1,687.49	1,487.61
7/24/15	244.91	335.6	291.92	916.75	1,078.33	1,386.37	678.48	1,470.41	1,682.26	1,474.48
7/27/15	244.98	331.7	295.95	902.88	1,059.41	1,377.76	684.28	1,472.63	1,719.15	1,467.36
7/28/15	245.21	333.26	296.06	894.41	1,041.82	1,370.95	688.91	1,491.83	1,720.21	1,488.42
7/29/15	245.97	330.93	293.78	899.44	1,029.76	1,379.20	685	1,497.91	1,719.11	1,479.03
7/30/15	243.61	329.54	292.12	905.87	1,043.97	1,316.75	706.77	1,485.94	1,737.70	1,460.07
7/31/15	244.3	333.37	290.87	901.99	1,048.12	1,323.86	712.84	1,519.36	1,734.51	1,493.04
8/3/15	241.48	328.46	286.87	888.58	983.23	1,309.92	707.02	1,533.29	1,705.79	1,498.38
8/4/15	243.55	324.96	288.65	902.08	1,001.89	1,330.52	716.13	1,526.74	1,721.46	1,496.58
8/5/15	243.12	327.91	291.33	898.81	1,025.20	1,319.06	708.1	1,534.88	1,734.02	1,507.03
8/6/15	240.04	324.51	286.77	889.77	1,027.85	1,299.59	707.46	1,528.07	1,707.88	1,504.30
8/7/15	239.79	320.36	285.16	884.66	1,016.89	1,290.67	706.52	1,540.65	1,688.01	1,514.35
8/10/15	239.18	306.63	274.11	872.45	970.47	1,283.62	714.18	1,555.94	1,687.97	1,526.65
8/11/15	237.91	301.26	273.68	878.53	972.38	1,287.78	707.77	1,524.96	1,668.94	1,493.49
8/12/15	237.24	299.01	271.6	869.5	956.37	1,290.21	705.98	1,500.96	1,704.32	1,465.75
8/13/15	237.32	307.42	276.64	885.53	994.71	1,301.66	691.35	1,493.52	1,704.03	1,463.70
8/17/15	235.37	306.58	272.82	873.42	1,007.96	1,273.85	695.93	1,499.24	1,699.14	1,465.90
8/18/15	235.2	298.03	267.95	875.69	983.79	1,266.06	703.52	1,471.11	1,716.71	1,439.05
8/19/15	234.27	288.49	258.97	871.32	970.3	1,252.83	704.01	1,462.92	1,716.19	1,426.58
8/20/15	231.59	277.2	249.05	850.98	954.1	1,237.93	694.66	1,462.46	1,701.68	1,426.22
8/21/15	227.14	276.65	239.38	834.21	941.47	1,208.41	687.24	1,444.28	1,665.51	1,408.11
8/24/15	221.53	269.58	235.31	820.34	919.6	1,179.83	665.6	1,402.28	1,630.33	1,369.80
8/25/15	223.07	279.61	244.91	822.01	930.24	1,198.09	660.6	1,389.92	1,657.85	1,362.39
8/26/15	227.71	286.04	254.09	848.65	965.6	1,214.69	667.63	1,437.41	1,709.18	1,411.06
8/27/15	228.94	285.38	250.48	841.19	967.66	1,230.70	668.34	1,466.54	1,715.55	1,435.82
8/28/15	232.35	295.52	257.75	864.83	1,006.65	1,260.77	680.7	1,466.33	1,715.26	1,436.32
8/31/15	232.8	295.25	259.82	869.14	990.75	1,264.88	674.9	1,460.68	1,745.43	1,431.04
9/1/15	229.55	285.92	258.18	857.56	985.14	1,241.38	667.37	1,434.82	1,716.38	1,405.40
9/2/15	229.91	284.28	258.45	844.54	973.6	1,238.97	669.08	1,435.71	1,740.67	1,405.56
9/3/15	230.4	288.87	253.24	846.81	962.8	1,258.33	659.36	1,423.36	1,734.26	1,393.87
9/4/15	227.9	279.57	252.48	836.93	948.12	1,252.42	655.95	1,392.81	1,705.53	1,358.05
9/7/15	227.31	278.54	256.27	827.14	943.32	1,255.98	649.13	1,396.19	1,712.30	1,362.91
9/8/15	227.76	282.2	256.43	829.29	925.94	1,262.23	648.29	1,384.91	1,726.49	1,345.80
9/9/15	234.4	290.14	266.51	879.93	978.62	1,294.61	671.69	1,431.74	1,753.32	1,393.29
9/10/15	237.18	300.31	281.52	897.49	995.69	1,293.53	684.23	1,462.63	1,784.26	1,422.29
9/11/15	233.74	300.84	281.35	884.53	989.04	1,270.59	671.71	1,442.87	1,756.45	1,404.80
9/14/15	233.06	296.14	276.41	874.22	996.54	1,265.07	675.94	1,431.11	1,743.99	1,391.57
9/15/15	233.59	297.19	277.23	871.56	998.5	1,256.95	678.65	1,440.90	1,762.27	1,402.48
9/16/15	238.78	311.5	290.09	890.48	1,035.62	1,290.31	692.1	1,445.57	1,800.70	1,409.24
9/17/15	239.29	310.71	291.09	892.59	1,046.31	1,309.33	698.01	1,436.56	1,789.63	1,401.76
9/18/15	241.12	314.66	291.66	888.68	1,049.76	1,316.08	681.94	1,461.65	1,794.88	1,431.26
9/21/15	236.72	308.83	283.49	868.55	1,024.25	1,291.44	676.52	1,449.63	1,763.43	1,420.82
9/22/15	238.68	312.41	286.2	870.04	1,034.33	1,285.68	683.08	1,479.47	1,799.75	1,447.58
9/23/15	234.26	299.67	275.61	849.78	1,025.53	1,276.93	672.69	1,453.63	1,739.48	1,423.56
9/24/15	234.26	299.18	271.21	847.29	1,029.10	1,269.71	672.78	1,465.85	1,743.72	1,433.87
9/25/15	233.79	300.62	273.88	845.44	1,029.61	1,271.85	670.6	1,453.28	1,764.36	1,420.99
9/30/15	236.71	295.29	267.67	837.66	1,055.21	1,283.11	681.47	1,484.42	1,789.75	1,445.66
10/1/15	238.62	303.51	270.66	851.22	1,070.27	1,296.72	683.35	1,484.59	1,820.41	1,446.06
10/2/15	237.15	298.73	263.84	841.75	1,055.63	1,297.39	677.47	1,484.43	1,813.48	1,445.63
10/5/15	237.98	303.12	263.35	841.87	1,091.73	1,299.27	677.31	1,496.19	1,799.89	1,461.58
10/6/15	240.18	310.19	264.82	846.99	1,101.78	1,328.26	679.71	1,509.46	1,774.14	1,471.34
10/7/15	243.52	310.79	268.6	854.67	1,108.71	1,364.01	676.09	1,471.85	1,780.20	1,431.79
10/8/15	246.02	314.17	277.57	881.47	1,108.64	1,377.73	682.66	1,472.89	1,800	1,432.91
10/12/15	246.49	323.15	290.86	915.38	1,110.81	1,371.51	698.48	1,460.79	1,788.70	1,421.13
10/13/15	246.04	324.83	292.54	904.46	1,100.03	1,365.05	695.8	1,454.60	1,812.53	1,413.65
10/14/15	244.94	316.33	280.93	896.27	1,065.10	1,360.19	693.46	1,459.86	1,805.06	1,418.59
10/15/15	247.89	321.61	290.14	901.9	1,107.47	1,380.85	701.06	1,470.67	1,809.32	1,429.97
10/16/15	247.37	319.86	286.22	895.32	1,101.37	1,378.65	703.66	1,482.66	1,789.05	1,444.14
10/19/15	247.47	320.67	288.73	890.43	1,105.49	1,380.55	707.5	1,484.96	1,791.68	1,446.59
10/20/15	248.53	320.85	283.74	876.14	1,094.38	1,384.23	717.77	1,485.50	1,803.34	1,451.78
10/21/15	249.25	320.54	283.34	888.73	1,110.18	1,382.40	721.82	1,481.77	1,805.05	1,447.69
10/22/15	247.22	307.14	276.6	876.28	1,088.50	1,362.37	722.66	1,462.79	1,793.43	1,430.74
10/23/15	249.41	309.48	276.4	883.09	1,125.98	1,370.73	729.24	1,474.46	1,791.23	1,448.37
10/26/15	250.36	304.46	275.85	890.02	1,125.91	1,376.31	725.4	1,492.76	1,804.77	1,465.95
10/27/15	250.04	295.73	284.79	874.69	1,127.66	1,368.71	722.11	1,485.98	1,811.54	1,459.17
10/28/15	249.79	288.83	279.23	876.15	1,140.39	1,362.23	720.24	1,492.32	1,796.02	1,464.50
10/29/15	248.93	287.78	278.98	860.4	1,142.47	1,368.36	713.09	1,468.14	1,776.95	1,446.38
10/30/15	249.41	280.21	276.4	840.45	1,108.37	1,359.82	718.71	1,457.79	1,785.91	1,437.67
11/2/15	250.6	287.31	274.51	841.37	1,112.40	1,381.53	722.38	1,451.57	1,795.81	1,429.33
11/3/15	252.12	292.74	284.2	861.52	1,127.18	1,373.74	728.1	1,465.03	1,840.32	1,443.55
11/4/15	252.33	291.16	285.94	859.16	1,140.33	1,381.46	726.47	1,469.26	1,850.74	1,451.05
11/5/15	251.79	288.26	279.63	852.94	1,124.31	1,385.03	721.14	1,461.97	1,840.38	1,447.46
11/6/15	250.25	279.09	275.41	838.41	1,112.26	1,372.45	715.02	1,452.97	1,827.45	1,456.36
11/9/15	249.21	270.61	269.1	818.44	1,083.53	1,369.30	720.54	1,439.02	1,828.18	1,448.41
11/10/15	245.86	266.24	269.77	803.06	1,071.63	1,358.92	710.63	1,407.50	1,812.55	1,416.57
11/11/15	245.86	266.51	271.14	810.29	1,066.83	1,357.21	703.48	1,417.37	1,797.52	1,429.46
11/12/15	245.14	265.29	271.55	800.6	1,073.85	1,355.50	709.74	1,409.68	1,793.09	1,420.39
11/13/15	242.71	265.2	267.48	797.38	1,067.75	1,344.19	697.6	1,412.21	1,766.93	1,418.35
11/16/15	238.87	259.23	259.83	785.38	1,070.57	1,317.60	681.91	1,417.29	1,743.43	1,419.90
11/17/15	241.26	265.09	266.31	795.7	1,106.65	1,335.14	685.64	1,429.95	1,738.70	1,436.13
11/18/15	241.44	261.92	263.44	788.38	1,102.75	1,348.86	679.85	1,422.48	1,755.08	1,423.71
11/19/15	244.79	273.03	268.01	801.44	1,144.99	1,369.61	684.92	1,442.92	1,768.92	1,446.77
11/20/15	244.8	274.5	270.79	802.89	1,146.33	1,379.89	682.31	1,441.46	1,759.68	1,445.82
11/23/15	245.92	277.57	270.71	802.54	1,149.96	1,378.54	683.22	1,461.72	1,767.17	1,470.85
11/24/15	247.51	280.39	267.52	802.42	1,178.78	1,390.80	689.98	1,467.37	1,763.45	1,473
11/25/15	246.58	277.5	267.14	800.76	1,162.04	1,404.46	685.57	1,455.21	1,745.22	1,463.13
11/26/15	249.43	277.12	275.63	813.01	1,171.17	1,428.38	685	1,465.23	1,757.19	1,471.67
11/27/15	249.07	274.65	274.83	811.49	1,170.20	1,427.52	685.95	1,472.12	1,751.41	1,477.07
11/30/15	244.24	270.13	269.06	802.86	1,144.56	1,401.15	673.17	1,457.18	1,720.63	1,459.60
12/1/15	248.7	271.57	272.1	822.29	1,169.41	1,421.10	680.46	1,478.60	1,761.01	1,477.49
12/2/15	246.6	267.1	270.5	820.7	1,158.34	1,403.73	675.52	1,472.38	1,753.62	1,471.27
12/3/15	244.68	265.79	269.9	819.31	1,158.31	1,394.89	667.19	1,459.08	1,736.01	1,459.16
12/4/15	242.15	263.76	268.35	809.45	1,144.45	1,383.90	664.37	1,440.67	1,722.55	1,440.07
12/7/15	240.68	257.92	264.31	804.18	1,138.52	1,374.85	660.27	1,438.27	1,712.58	1,437.85
12/8/15	239.23	253.93	259.18	794.17	1,129.88	1,367.67	655.9	1,433.50	1,703.19	1,429.98
12/9/15	239.4	250.34	260.28	793.36	1,137.71	1,367.92	656.25	1,438.32	1,699.45	1,433.78
12/10/15	240.6	250.88	259.35	796.15	1,124.92	1,376.22	665.4	1,434.43	1,710.20	1,426.53
12/11/15	240.35	249.87	255.19	795.97	1,143.06	1,379.75	662.15	1,436.88	1,696.76	1,423.78
12/14/15	238.17	245.28	247.4	775.58	1,124.50	1,357.98	659.23	1,433.78	1,712.03	1,416.82
12/15/15	238.8	243.44	246.79	775.7	1,105.01	1,371.63	662.1	1,424.81	1,716.13	1,411.30
12/16/15	243.49	250.02	254.47	797.21	1,156.20	1,395.44	674.87	1,446.46	1,743.39	1,433.18
12/17/15	244.17	253.46	253.15	798.11	1,179.53	1,391.87	671.61	1,459.34	1,758.86	1,445.82
12/18/15	243	251.67	254.6	800.12	1,174.34	1,375.94	665.65	1,453.62	1,765.47	1,444.57
12/21/15	243.76	252.75	253.93	806.41	1,184.59	1,385.58	668.62	1,463.36	1,752.54	1,453.09
12/22/15	245.48	253.01	253.07	812.7	1,191.45	1,406.08	670.04	1,466.28	1,763.31	1,456.74
12/23/15	246.53	253.57	254.79	833.09	1,203.75	1,409.96	675.8	1,474.19	1,755.14	1,462.64
12/24/15	245.33	254.67	256.52	830.05	1,199.23	1,389.23	675.35	1,470.58	1,751.56	1,457.61
12/28/15	241.79	252.89	250.89	818.15	1,178.07	1,362.34	671.05	1,459.81	1,717.60	1,446.49
12/29/15	241.22	260.31	249.23	805.66	1,184.98	1,365.25	662.43	1,450.83	1,716.90	1,449.31
12/30/15	240.38	263.77	245.93	793.22	1,171.64	1,366.22	655.25	1,449.62	1,705.15	1,448.54
1/4/16	234.63	251.2	237.95	774.09	1,173.48	1,324.74	641.21	1,432.71	1,666.85	1,432.50
1/5/16	236.13	253.91	235.29	781.05	1,174.01	1,341.28	646.34	1,438.50	1,671.78	1,442.54
1/6/16	234.6	250.04	236.1	782.08	1,179.50	1,324.62	641.68	1,453.52	1,657.24	1,467.68
1/7/16	231.93	246.18	229.45	769.43	1,147.56	1,320.74	630.2	1,440.17	1,643.15	1,456.38
1/8/16	233.68	250.88	229.57	774.82	1,179.41	1,321.76	632.88	1,451.65	1,648.45	1,473.68
1/11/16	230.83	251.39	226.12	755.38	1,156.75	1,294.20	622.77	1,440.96	1,656.04	1,458.77
1/12/16	230.55	249.65	221.47	747.61	1,166.59	1,292.54	625.52	1,440.50	1,659.56	1,454.36
1/13/16	233.52	267.15	228.44	753.21	1,187.03	1,302.20	637.23	1,462.61	1,671.32	1,477.16
1/14/16	231.38	262.97	224.15	738.98	1,168.30	1,301.17	627.48	1,443.11	1,671.90	1,455.78
1/15/16	228.78	259.47	218.84	733.96	1,139.76	1,292.09	612.84	1,424.12	1,659.37	1,438.94
1/18/16	228.59	260.88	221.99	740.14	1,135.66	1,292.11	612.04	1,420.32	1,655.64	1,438.59
1/19/16	230.08	257.4	217.03	734.94	1,124.12	1,304.66	601.7	1,424.52	1,666.41	1,449.16
1/20/16	224.54	248.75	209.03	708.11	1,089.73	1,265.25	584.85	1,409.69	1,634.59	1,437.40
1/21/16	223.81	252.18	211.96	699.56	1,118.07	1,255.38	583.31	1,396.53	1,630.37	1,422.82
1/22/16	228.79	255.52	219.67	716.87	1,130.65	1,297.79	597.02	1,398.85	1,671.83	1,425.32
1/25/16	230.21	261.26	223.49	737.21	1,141.39	1,305.70	599.22	1,406.24	1,675.80	1,433.72
1/26/16	227.19	254.58	220.4	729.01	1,109.14	1,284.18	591.4	1,409.83	1,651.16	1,438.14
1/27/16	230.96	265.21	225.16	745.65	1,117.40	1,306.97	600.24	1,417.57	1,678.20	1,440.93
1/28/16	231.51	270.54	231.92	746.09	1,122.79	1,285.24	621.97	1,434.45	1,690.41	1,455.92
1/29/16	232.1	277	231.22	758.78	1,132.45	1,272.85	627.4	1,450.79	1,676.78	1,469.35
2/1/16	233.67	278	231.8	754.9	1,136.49	1,284.28	631.82	1,470.46	1,668.47	1,490.76
2/2/16	231.1	276.78	227.76	749.88	1,125.16	1,271.24	623.66	1,450.41	1,644.04	1,471.56
2/3/16	228.97	271.5	220.51	737.83	1,132.49	1,245.25	611.73	1,452.09	1,636.66	1,474.19
2/4/16	232.91	276.7	228.47	774.09	1,185.92	1,266.06	622.85	1,456.23	1,675.41	1,472.90
2/5/16	233.3	277.58	233.45	780.26	1,177.98	1,268	637.66	1,434.21	1,674.90	1,452.78
2/11/16	226.7	267.04	224.76	766.45	1,119.77	1,223.22	619.71	1,410.66	1,642.09	1,424.37
2/12/16	224.98	265.77	225.74	767.1	1,090.02	1,218.23	612.79	1,379.04	1,666.10	1,382.13
2/15/16	228.4	272.13	237.95	795.31	1,101.44	1,232.51	628.03	1,377.21	1,681.77	1,381.69
2/16/16	231.52	272.08	240.19	801.93	1,143.02	1,261.80	631.33	1,387.09	1,696.92	1,393.94
